caseid,age,parents_divorced,parents_separated,ever_married,intention_to_marry,num_marriages,separate_or_divorce
4014,46,NA,NA,Yes,"NA",1,0
4015,44,NA,NA,Yes,"NA",1,0
4016,46,NA,15,Yes,"NA",1,0
4017,15,NA,NA,No,"NA",0,0
4018,55,NA,NA,No,Probably Yes,0,0
4019,29,NA,NA,No,Definitely Yes,0,0
4020,65,NA,NA,Yes,"NA",2,1
4021,36,NA,NA,Yes,"NA",1,0
4022,52,21,8,Yes,"NA",1,2
4023,80,NA,NA,Yes,"NA",1,0
4024,59,NA,NA,Yes,"NA",1,1
4025,68,NA,NA,Yes,Probably Not,2,2
4026,22,NA,1,No,"NA",0,0
4027,63,NA,NA,Yes,"NA",1,0
4028,31,NA,NA,No,"NA",0,0
4029,75,NA,NA,Yes,"No, Definitely not",1,0
4030,58,NA,NA,Yes,"NA",1,1
4031,35,NA,2,Yes,"NA",1,0
4032,52,12,12,No,"NA",0,1
4033,37,17,15,No,"NA",0,0
4034,58,NA,NA,Yes,"NA",1,0
4035,73,NA,NA,Yes,"No, Definitely not",1,0
4036,40,NA,NA,Yes,"NA",1,0
4037,38,NA,NA,Yes,"NA",1,0
4038,25,24,19,No,Probably Not,0,2
4039,69,NA,NA,Yes,"NA",1,0
4040,56,NA,NA,No,"NA",0,3
4041,76,NA,NA,Yes,"NA",2,0
4042,30,NA,NA,No,"NA",0,0
4043,38,NA,NA,Yes,"NA",1,4
4044,60,NA,NA,Yes,"NA",1,1
4045,18,NA,NA,No,"NA",0,0
4046,36,NA,NA,No,"No, Definitely not",0,0
4047,50,NA,NA,No,Probably Not,0,0
4048,59,NA,NA,Yes,"NA",2,1
4049,60,NA,NA,Yes,"NA",1,0
4050,56,NA,NA,Yes,"NA",2,1
4051,28,NA,NA,No,Definitely Yes,0,0
4052,74,NA,NA,Yes,"NA",1,0
4053,59,NA,NA,Yes,"NA",1,0
4054,50,NA,NA,Yes,"NA",1,0
4055,63,NA,29,Yes,"NA",1,0
4056,80,NA,NA,Yes,"No, Definitely not",1,0
4057,66,NA,NA,Yes,"NA",1,0
4058,22,NA,NA,No,Probably Yes,0,0
4059,71,NA,NA,Yes,"NA",2,1
4060,58,NA,NA,Yes,"No, Definitely not",2,2
4061,56,NA,NA,Yes,"No, Definitely not",1,1
4062,20,NA,NA,No,Unsure,0,0
4063,64,NA,NA,Yes,Probably Not,1,0
4064,28,NA,NA,No,"NA",0,0
4065,39,NA,NA,Yes,"NA",1,0
4066,71,NA,NA,Yes,"NA",1,0
4067,57,8,8,Yes,"NA",1,1
4068,39,NA,NA,Yes,"NA",1,1
4069,53,NA,NA,Yes,"NA",1,0
4070,51,NA,NA,No,Probably Not,0,0
4071,37,NA,NA,Yes,"NA",1,0
4072,69,NA,NA,Yes,"NA",1,0
4073,68,NA,NA,Yes,"NA",1,0
4074,40,NA,NA,No,"NA",0,0
4075,68,NA,NA,Yes,"NA",1,0
4076,17,NA,NA,No,"NA",0,0
4077,55,NA,NA,Yes,"NA",1,1
4078,60,NA,NA,Yes,"NA",1,0
4079,58,NA,NA,Yes,"No, Definitely not",1,0
4080,18,NA,NA,No,"NA",0,0
4081,37,NA,NA,No,"NA",0,0
4082,39,16,2,Yes,"NA",1,3
4083,80,NA,NA,Yes,"No, Definitely not",1,0
4084,80,NA,NA,Yes,"NA",1,0
4085,40,NA,NA,Yes,"NA",1,0
4086,38,NA,22,Yes,"NA",1,0
4087,57,NA,NA,Yes,"NA",1,0
4088,38,NA,NA,No,Probably Not,0,0
4089,80,NA,NA,Yes,"No, Definitely not",1,0
4090,68,NA,NA,Yes,"NA",1,1
4091,55,NA,NA,Yes,"NA",1,0
4092,71,NA,NA,Yes,"NA",1,0
4093,16,NA,15,No,"NA",0,0
4094,16,NA,10,No,"NA",0,0
4095,60,NA,NA,Yes,"NA",1,0
4096,51,NA,5,Yes,"NA",2,2
4097,53,NA,NA,Yes,"NA",1,0
4098,73,NA,NA,Yes,"NA",1,0
4099,43,NA,NA,Yes,"NA",1,1
4100,39,NA,NA,No,Probably Not,0,2
4101,40,NA,NA,Yes,"NA",1,0
4102,15,NA,NA,No,"NA",0,0
4103,64,NA,NA,Yes,"NA",1,0
4104,73,NA,NA,Yes,Probably Yes,1,1
4105,16,10,8,No,"NA",0,0
4106,44,NA,NA,Yes,"NA",1,0
4107,70,NA,NA,Yes,Unsure,1,2
4108,32,15,14,Yes,"NA",1,0
4109,55,NA,NA,Yes,"No, Definitely not",1,1
4110,72,NA,NA,Yes,"NA",1,0
4111,60,NA,NA,No,"No, Definitely not",0,0
4112,45,NA,NA,Yes,"NA",2,2
4113,41,NA,NA,Yes,"NA",1,0
4114,49,NA,3,No,Unsure,0,1
4115,66,NA,NA,Yes,"NA",1,0
4116,55,NA,NA,Yes,"NA",1,0
4117,69,NA,NA,Yes,"NA",1,0
4118,53,NA,NA,Yes,"NA",1,0
4119,40,NA,NA,Yes,"NA",1,0
4120,78,NA,NA,Yes,"NA",1,1
4121,64,25,23,Yes,"NA",1,1
4122,71,NA,NA,Yes,"NA",1,0
4123,50,NA,NA,Yes,"NA",1,1
4124,68,NA,NA,Yes,"NA",2,1
4125,69,NA,NA,Yes,"No, Definitely not",1,1
4126,29,NA,NA,Yes,"NA",1,0
4127,80,NA,NA,Yes,"No, Definitely not",1,0
4128,55,NA,NA,Yes,"NA",1,1
4129,57,NA,NA,Yes,Unsure,1,2
4130,66,NA,NA,Yes,"NA",1,0
4131,26,NA,NA,No,"NA",0,0
4132,51,NA,NA,Yes,"NA",1,1
4133,41,NA,NA,Yes,"NA",1,0
4134,60,NA,NA,Yes,"NA",1,0
4135,49,NA,NA,Yes,"NA",1,0
4136,29,NA,NA,No,Probably Yes,0,0
4137,63,NA,NA,No,Probably Not,0,0
4138,46,NA,NA,Yes,"NA",1,0
4139,73,NA,NA,Yes,"NA",1,0
4140,28,NA,NA,No,"NA",0,0
4141,17,NA,NA,No,"NA",0,0
4142,56,NA,NA,Yes,Probably Not,2,2
4143,60,NA,NA,No,"No, Definitely not",0,2
4144,71,NA,NA,Yes,"NA",1,0
4145,69,NA,NA,Yes,"NA",1,1
4146,72,NA,NA,Yes,"NA",1,1
4147,52,NA,NA,Yes,"NA",1,0
4148,54,NA,NA,Yes,"NA",1,0
4149,29,NA,NA,Yes,"NA",1,0
4150,64,NA,NA,Yes,"NA",1,0
4151,70,NA,NA,Yes,"No, Definitely not",2,3
4152,60,NA,NA,Yes,"NA",2,1
4153,60,NA,NA,Yes,"NA",1,0
4154,80,NA,NA,Yes,"No, Definitely not",2,1
4155,48,NA,NA,Yes,"NA",1,1
4156,63,NA,NA,Yes,"NA",1,0
4157,57,22,18,Yes,"NA",1,0
4158,35,NA,NA,No,Unsure,0,1
4159,54,13,11,Yes,"NA",2,2
4160,73,NA,NA,Yes,Probably Not,1,1
4161,58,NA,NA,Yes,"NA",1,1
4162,43,NA,NA,Yes,"NA",1,0
4163,21,NA,4,No,Probably Yes,0,1
4164,28,8,7,Yes,"NA",1,0
4165,69,NA,NA,Yes,Probably Not,1,0
4166,54,NA,NA,Yes,"NA",1,0
4167,36,NA,NA,Yes,"NA",1,0
4168,35,NA,NA,No,"NA",0,0
4169,53,NA,NA,Yes,"NA",1,1
4170,52,NA,3,No,Probably Not,0,0
4171,26,NA,NA,No,"NA",0,0
4172,66,NA,NA,Yes,"NA",1,0
4173,40,NA,NA,Yes,"NA",1,2
4174,41,NA,NA,Yes,Unsure,1,1
4175,52,NA,NA,No,"NA",0,0
4176,64,35,35,Yes,"NA",1,1
4177,62,NA,NA,Yes,"NA",2,1
4178,59,NA,NA,Yes,"NA",2,1
4179,71,NA,NA,Yes,Probably Not,1,0
4180,68,NA,NA,Yes,"NA",3,1
4181,52,NA,NA,No,"NA",0,0
4182,58,NA,NA,No,"NA",0,0
4183,71,NA,NA,Yes,Probably Yes,1,2
4184,59,NA,NA,Yes,"NA",1,0
4185,56,NA,NA,Yes,"NA",1,0
4186,44,NA,23,No,"NA",0,0
4187,79,NA,NA,Yes,Unsure,1,0
4188,41,NA,NA,No,Probably Yes,0,3
4189,72,NA,NA,Yes,"No, Definitely not",1,0
4190,68,NA,NA,Yes,"NA",2,2
4191,68,NA,NA,No,"No, Definitely not",0,0
4192,63,NA,NA,Yes,"NA",2,1
4193,68,NA,NA,Yes,"NA",1,0
4194,68,NA,NA,Yes,"No, Definitely not",2,1
4195,60,NA,NA,Yes,"NA",1,0
4196,20,NA,NA,No,Probably Not,0,0
4197,59,NA,NA,Yes,"NA",1,0
4198,42,NA,NA,Yes,"NA",2,1
4199,35,NA,NA,No,Probably Yes,0,0
4200,58,NA,NA,Yes,"No, Definitely not",1,1
4201,32,NA,NA,Yes,"NA",1,0
4202,75,NA,NA,Yes,"NA",1,0
4203,62,NA,25,Yes,"NA",2,1
4204,48,16,13,No,Probably Not,0,1
4205,50,NA,NA,No,Definitely Yes,0,3
4206,39,18,18,Yes,"NA",1,0
4207,56,NA,NA,Yes,"NA",1,0
4208,44,NA,NA,No,Probably Not,0,1
4209,27,NA,NA,No,Probably Yes,0,0
4210,46,NA,11,Yes,"NA",1,0
4211,31,NA,NA,No,"NA",0,0
4212,64,NA,NA,Yes,"No, Definitely not",1,1
4213,29,NA,NA,No,Unsure,0,0
4214,31,NA,10,No,Probably Not,0,1
4215,67,NA,NA,Yes,Probably Yes,1,1
4216,48,NA,NA,No,Probably Not,0,0
4217,32,NA,NA,No,Unsure,0,0
4218,58,NA,NA,Yes,"NA",1,1
4219,58,NA,NA,Yes,"NA",1,2
4220,32,NA,NA,Yes,"NA",1,0
4221,64,NA,NA,No,"NA",0,0
4222,80,NA,NA,Yes,"No, Definitely not",2,2
4223,19,NA,NA,No,"NA",0,0
4224,59,NA,NA,No,Probably Not,0,2
4225,69,NA,NA,Yes,"NA",1,0
4226,58,4,2,Yes,"No, Definitely not",1,2
4227,31,NA,NA,Yes,"NA",1,0
4228,43,NA,NA,Yes,"NA",1,1
4229,80,NA,NA,Yes,"NA",1,0
4230,49,NA,NA,Yes,"NA",1,0
4231,57,NA,NA,No,Probably Not,0,1
4232,60,NA,NA,Yes,"NA",3,3
4233,16,NA,11,No,"NA",0,0
4234,68,35,NA,Yes,"No, Definitely not",2,3
4235,72,NA,NA,Yes,"NA",2,2
4236,74,NA,NA,Yes,"NA",1,0
4237,38,NA,NA,Yes,"NA",1,3
4238,44,NA,NA,No,"NA",0,0
4239,71,NA,NA,Yes,Probably Yes,1,1
4240,52,15,3,Yes,"No, Definitely not",1,2
4241,80,NA,NA,Yes,Probably Not,2,1
4242,43,5,5,No,Unsure,0,2
4243,23,NA,NA,No,"No, Definitely not",0,0
4244,74,NA,NA,Yes,"NA",1,0
4245,67,NA,NA,Yes,"NA",1,0
4246,80,NA,NA,No,"No, Definitely not",0,0
4247,69,NA,NA,Yes,"NA",1,0
4248,56,9,9,Yes,"NA",1,0
4249,56,NA,NA,Yes,"NA",1,0
4250,33,NA,NA,Yes,"NA",1,0
4251,73,NA,NA,Yes,"No, Definitely not",1,1
4252,42,NA,NA,No,"NA",0,0
4253,33,NA,2,No,Probably Not,0,3
4254,48,NA,NA,Yes,"NA",1,0
4255,71,NA,NA,Yes,"NA",1,0
4256,36,NA,NA,Yes,"NA",1,0
4257,32,NA,NA,Yes,"NA",1,1
4258,58,NA,NA,No,"NA",0,0
4259,70,NA,7,Yes,"NA",1,0
4260,54,NA,NA,Yes,"NA",1,0
4261,66,NA,NA,Yes,"NA",1,3
4262,73,NA,NA,Yes,Unsure,1,0
4263,75,NA,NA,Yes,"NA",1,0
4264,48,NA,NA,Yes,"NA",1,2
4265,16,NA,13,No,"NA",0,0
4266,23,NA,NA,No,Definitely Yes,0,0
4267,53,NA,NA,No,"NA",0,1
4268,36,NA,NA,No,"NA",0,0
4269,36,NA,NA,Yes,"NA",1,1
4270,53,NA,14,Yes,"NA",1,0
4271,45,NA,NA,Yes,"NA",1,0
4272,75,35,14,Yes,"No, Definitely not",1,0
4273,35,NA,12,Yes,"NA",1,0
4274,74,NA,NA,Yes,"No, Definitely not",2,1
4275,25,NA,NA,Yes,"NA",1,0
4276,38,NA,NA,Yes,"NA",1,0
4277,58,NA,NA,Yes,"NA",1,0
4278,48,NA,NA,No,Probably Not,0,1
4279,80,NA,NA,Yes,Probably Not,1,1
4280,80,NA,NA,Yes,"NA",1,0
4281,66,NA,NA,Yes,"No, Definitely not",1,2
4282,19,NA,NA,No,"NA",0,0
4283,44,NA,17,Yes,"NA",1,2
4284,53,NA,NA,No,"NA",0,0
4285,40,NA,NA,Yes,Probably Yes,1,1
4286,80,NA,NA,Yes,"NA",1,0
4287,17,NA,NA,No,"NA",0,0
4288,17,NA,NA,No,"NA",0,0
4289,30,NA,NA,Yes,"NA",1,0
4290,58,NA,NA,No,"NA",0,2
4291,46,11,9,Yes,"NA",1,1
4292,67,NA,NA,No,Unsure,0,0
4293,54,NA,NA,Yes,"NA",1,0
4294,54,NA,NA,No,Probably Not,0,0
4295,65,NA,NA,Yes,"No, Definitely not",1,3
4296,25,NA,NA,No,Definitely Yes,0,0
4297,80,NA,NA,Yes,"NA",1,0
4298,63,NA,NA,Yes,"NA",1,1
4299,68,NA,5,Yes,Probably Not,2,1
4300,57,4,4,Yes,"No, Definitely not",1,1
4301,52,NA,NA,Yes,"NA",1,1
4302,76,NA,NA,Yes,"NA",2,1
4303,79,NA,NA,Yes,"NA",1,0
4304,29,NA,NA,No,"NA",0,0
4305,61,NA,NA,Yes,"NA",1,0
4306,38,NA,NA,No,"NA",0,1
4307,30,NA,NA,No,"NA",0,1
4308,51,NA,NA,Yes,"No, Definitely not",1,1
4309,27,26,23,Yes,"NA",1,0
4310,44,7,5,Yes,"NA",1,0
4311,39,NA,NA,No,"NA",0,0
4312,80,NA,NA,Yes,"No, Definitely not",1,0
4313,32,NA,NA,No,"NA",0,1
4314,79,NA,NA,Yes,"No, Definitely not",1,1
4315,36,12,8,No,Probably Not,0,0
4316,58,NA,29,No,"NA",0,0
4317,62,NA,NA,Yes,"NA",1,0
4318,68,NA,NA,Yes,"NA",1,1
4319,27,NA,NA,Yes,"NA",1,0
4320,29,NA,NA,No,"NA",0,0
4321,76,NA,NA,Yes,"NA",1,0
4322,51,NA,NA,Yes,"NA",1,1
4323,38,NA,NA,Yes,"NA",1,0
4324,73,NA,NA,Yes,"NA",1,0
4325,47,NA,27,No,Probably Not,0,0
4326,15,NA,NA,No,"NA",0,0
4327,22,NA,5,No,Probably Not,0,0
4328,30,15,14,No,"NA",0,0
4329,67,NA,NA,Yes,"NA",1,0
4330,72,NA,NA,No,"No, Definitely not",0,0
4331,69,NA,NA,Yes,"NA",1,0
4332,58,NA,NA,No,Probably Not,0,0
4333,55,NA,NA,Yes,"NA",1,0
4334,77,NA,NA,Yes,"NA",1,0
4335,80,28,15,Yes,"No, Definitely not",1,1
4336,26,15,15,Yes,"NA",1,0
4337,59,NA,NA,Yes,"NA",1,0
4338,52,NA,NA,No,Probably Not,0,0
4339,28,NA,NA,Yes,"NA",1,0
4340,80,11,11,Yes,"No, Definitely not",1,0
4341,64,NA,NA,Yes,"No, Definitely not",1,0
4342,58,NA,NA,Yes,"NA",1,0
4343,62,NA,NA,Yes,Probably Not,2,1
4344,40,NA,NA,No,"NA",0,0
4345,56,NA,NA,No,"No, Definitely not",0,0
4346,58,NA,NA,No,"NA",0,0
4347,78,NA,NA,Yes,"NA",1,1
4348,51,NA,NA,Yes,"NA",1,0
4349,24,NA,NA,No,"NA",0,0
4350,50,NA,NA,No,"NA",0,0
4351,49,NA,NA,Yes,"NA",1,1
4352,73,NA,NA,Yes,"NA",1,0
4353,66,NA,NA,Yes,"NA",1,0
4354,56,NA,NA,Yes,"NA",1,2
4355,42,18,17,No,"No, Definitely not",0,1
4356,78,NA,NA,Yes,"No, Definitely not",1,1
4357,58,4,3,Yes,"No, Definitely not",1,0
4358,53,NA,NA,No,Probably Yes,0,3
4359,53,20,13,Yes,"NA",1,1
4360,54,NA,NA,Yes,"NA",1,0
4361,32,NA,NA,Yes,"NA",1,0
4362,37,NA,NA,Yes,"NA",1,0
4363,39,NA,NA,Yes,"NA",1,0
4364,44,NA,NA,No,Probably Not,0,2
4365,65,NA,NA,No,Unsure,0,0
4366,51,NA,24,Yes,"NA",2,1
4367,52,NA,NA,Yes,"No, Definitely not",1,4
4368,30,NA,NA,No,"NA",0,0
4369,54,NA,NA,Yes,"NA",1,1
4370,61,NA,NA,Yes,"No, Definitely not",1,0
4371,44,19,14,No,"NA",0,0
4372,65,NA,NA,Yes,"NA",1,0
4373,35,NA,NA,Yes,"NA",1,0
4374,28,NA,3,Yes,"NA",1,0
4375,31,NA,NA,No,"NA",0,0
4376,36,NA,NA,Yes,"NA",1,2
4377,19,NA,NA,No,"NA",0,0
4378,70,NA,NA,Yes,"NA",1,0
4379,35,NA,6,Yes,"NA",1,0
4380,50,NA,NA,Yes,"NA",1,0
4381,24,NA,NA,Yes,"NA",1,0
4382,49,NA,NA,Yes,"NA",1,0
4383,70,NA,NA,Yes,"NA",4,5
4384,58,NA,NA,Yes,"NA",1,1
4385,65,NA,NA,Yes,"NA",1,1
4386,30,NA,NA,Yes,"NA",1,0
4387,57,NA,NA,Yes,"NA",1,0
4388,30,9,9,No,Probably Yes,0,0
4389,80,NA,NA,Yes,"No, Definitely not",1,0
4390,44,NA,7,No,Unsure,0,1
4391,65,NA,NA,Yes,"No, Definitely not",1,0
4392,57,25,NA,Yes,"NA",1,0
4393,56,NA,NA,Yes,"NA",1,0
4394,35,26,25,Yes,"NA",1,0
4395,64,4,4,Yes,"NA",1,0
4396,60,NA,NA,Yes,"NA",1,0
4397,57,20,16,Yes,"No, Definitely not",1,1
4398,80,NA,NA,No,"No, Definitely not",0,0
4399,26,NA,NA,No,Definitely Yes,0,0
4400,60,NA,NA,Yes,"No, Definitely not",1,1
4401,51,NA,NA,Yes,"NA",1,0
4402,62,NA,NA,Yes,"NA",2,1
4403,79,NA,NA,Yes,"No, Definitely not",1,0
4404,39,NA,4,Yes,"NA",1,0
4405,31,NA,NA,No,Probably Yes,0,0
4406,23,NA,NA,No,Probably Yes,0,0
4407,76,NA,NA,Yes,"NA",1,0
4408,48,NA,NA,No,"No, Definitely not",0,1
4409,44,NA,NA,Yes,"NA",1,0
4410,80,NA,NA,Yes,"No, Definitely not",1,0
4411,69,NA,NA,Yes,"NA",2,1
4412,72,NA,NA,Yes,"No, Definitely not",2,1
4413,80,NA,NA,Yes,"NA",1,0
4414,55,NA,NA,No,Probably Yes,0,0
4415,74,NA,NA,Yes,"No, Definitely not",1,0
4416,62,NA,NA,Yes,"No, Definitely not",1,0
4417,58,NA,NA,Yes,"NA",1,1
4418,33,NA,NA,No,"NA",0,0
4419,29,NA,NA,No,"NA",0,1
4420,16,NA,NA,No,"NA",0,0
4421,32,NA,NA,No,"NA",0,1
4422,45,11,0,Yes,"NA",2,2
4423,37,NA,NA,Yes,"NA",1,0
4424,42,NA,NA,Yes,"NA",1,0
4425,42,NA,NA,Yes,"NA",1,2
4426,54,17,16,Yes,"NA",1,1
4427,39,NA,NA,Yes,"NA",1,0
4428,69,NA,NA,Yes,"No, Definitely not",2,2
4429,63,NA,NA,Yes,"NA",1,1
4430,69,NA,NA,Yes,"NA",2,3
4431,77,NA,NA,Yes,"NA",1,0
4432,32,NA,NA,Yes,"NA",1,0
4433,61,NA,NA,Yes,"NA",1,0
4434,67,NA,NA,Yes,"NA",1,0
4435,38,NA,NA,No,"NA",0,0
4436,43,5,3,Yes,"NA",1,1
4437,73,NA,NA,Yes,"NA",1,0
4438,69,NA,NA,No,Probably Not,0,3
4439,80,NA,NA,Yes,Unsure,1,0
4440,36,15,13,Yes,"NA",1,0
4441,67,NA,NA,Yes,"NA",1,0
4442,74,NA,NA,Yes,"NA",1,0
4443,52,NA,NA,Yes,"NA",2,1
4444,80,NA,NA,Yes,"No, Definitely not",1,0
4445,80,NA,NA,Yes,"No, Definitely not",1,1
4446,56,NA,NA,Yes,"NA",1,0
4447,67,NA,30,Yes,"NA",1,0
4448,30,NA,NA,No,"NA",0,0
4449,69,NA,NA,Yes,"No, Definitely not",1,1
4450,34,12,NA,No,Probably Not,0,2
4451,67,NA,NA,Yes,"NA",1,0
4452,80,NA,NA,Yes,"No, Definitely not",1,0
4453,61,NA,NA,Yes,"NA",1,1
4454,38,NA,NA,No,Probably Not,0,1
4455,29,NA,NA,Yes,"NA",1,2
4456,37,17,13,No,"NA",0,3
4457,71,NA,NA,Yes,"NA",2,1
4458,65,NA,NA,Yes,"NA",1,0
4459,79,NA,NA,Yes,"NA",1,0
4460,51,NA,NA,No,"NA",0,0
4461,18,NA,NA,No,"NA",0,0
4462,76,NA,NA,Yes,"NA",1,0
4463,60,NA,NA,No,"No, Definitely not",0,0
4464,26,NA,24,No,"NA",0,0
4465,80,NA,NA,Yes,"NA",1,0
4466,34,NA,NA,No,Unsure,0,0
4467,16,NA,2,No,"NA",0,0
4468,75,NA,NA,Yes,"NA",1,0
4469,40,NA,5,Yes,"NA",1,0
4470,70,19,16,Yes,"NA",1,0
4471,72,NA,NA,Yes,"No, Definitely not",2,2
4472,66,NA,16,Yes,"NA",1,0
4473,27,NA,NA,No,"NA",0,0
4474,34,12,10,Yes,"NA",1,1
4475,78,NA,NA,Yes,Probably Not,1,0
4476,56,NA,NA,Yes,"NA",1,2
4477,66,NA,NA,Yes,"NA",1,2
4478,44,NA,NA,Yes,"NA",1,0
4479,61,NA,NA,Yes,"NA",1,0
4480,80,NA,NA,Yes,"NA",1,0
4481,41,NA,NA,Yes,"NA",1,0
4482,32,NA,NA,Yes,"NA",1,0
4483,74,NA,NA,Yes,"No, Definitely not",1,1
4484,75,NA,NA,Yes,"No, Definitely not",1,0
4485,31,NA,24,No,"NA",0,1
4486,24,NA,17,No,"NA",0,0
4487,33,NA,NA,No,"NA",0,0
4488,62,NA,NA,Yes,"NA",1,0
4489,57,19,18,Yes,"NA",3,3
4490,71,NA,NA,No,"No, Definitely not",0,0
4491,52,19,16,No,"No, Definitely not",0,2
4492,61,NA,NA,Yes,Probably Not,1,3
4493,34,NA,NA,Yes,"NA",1,0
4494,34,1,0,Yes,"NA",1,0
4495,79,NA,NA,Yes,"NA",2,1
4496,67,NA,NA,Yes,"NA",1,0
4497,50,9,4,Yes,"NA",1,2
4498,57,NA,NA,Yes,"NA",1,0
4499,32,NA,NA,Yes,"NA",1,0
4500,37,NA,NA,Yes,"NA",1,0
4501,57,NA,NA,Yes,"NA",2,1
4502,39,NA,NA,Yes,"NA",1,0
4503,57,NA,NA,Yes,"NA",2,1
4504,80,NA,NA,Yes,"No, Definitely not",1,1
4505,72,NA,NA,Yes,"NA",1,0
4506,80,NA,NA,Yes,Probably Not,2,2
4507,40,NA,NA,No,Unsure,0,0
4508,54,NA,11,No,"No, Definitely not",0,2
4509,64,NA,NA,No,Unsure,0,3
4510,18,NA,13,No,"NA",0,2
4511,49,NA,NA,Yes,"NA",1,0
4512,60,NA,NA,No,"No, Definitely not",0,0
4513,50,NA,NA,Yes,"NA",1,1
4514,68,NA,NA,Yes,"NA",1,1
4515,60,NA,NA,Yes,"NA",1,0
4516,77,NA,NA,Yes,"No, Definitely not",1,0
4517,70,NA,NA,Yes,"NA",1,0
4518,25,NA,NA,No,Definitely Yes,0,0
4519,54,NA,NA,Yes,"NA",1,0
4520,34,NA,28,No,Unsure,0,1
4521,31,6,6,No,Probably Not,0,1
4522,79,NA,NA,Yes,Probably Not,1,0
4523,29,NA,NA,No,"NA",0,0
4524,32,NA,NA,No,Probably Not,0,0
4525,46,2,1,Yes,"NA",2,1
4526,73,NA,NA,Yes,"NA",1,0
4527,45,NA,NA,Yes,"NA",1,1
4528,60,NA,NA,Yes,"NA",1,0
4529,76,NA,NA,Yes,Probably Not,1,0
4530,30,NA,NA,No,Probably Not,0,1
4531,66,NA,NA,Yes,"NA",1,0
4532,71,NA,NA,Yes,"NA",2,2
4533,38,NA,NA,Yes,"NA",1,1
4534,65,NA,NA,No,Don't know,0,2
4535,59,NA,NA,Yes,Probably Not,1,1
4536,54,NA,NA,Yes,"NA",1,1
4537,76,NA,NA,Yes,"NA",2,1
4538,24,5,3,No,Probably Not,0,0
4539,74,NA,NA,Yes,Unsure,1,0
4540,53,NA,NA,Yes,"NA",1,0
4541,21,NA,NA,No,Definitely Yes,0,0
4542,66,NA,NA,Yes,"NA",1,0
4543,63,NA,NA,Yes,"NA",1,0
4544,58,NA,NA,No,"No, Definitely not",0,0
4545,52,NA,30,Yes,Probably Yes,1,1
4546,77,NA,NA,Yes,"NA",2,1
4547,22,NA,NA,No,Probably Yes,0,0
4548,51,NA,NA,No,"NA",0,0
4549,56,NA,NA,Yes,"NA",1,0
4550,58,NA,NA,Yes,"No, Definitely not",1,0
4551,55,NA,NA,Yes,"NA",1,0
4552,37,NA,NA,No,"NA",0,0
4553,45,NA,NA,No,Probably Yes,0,0
4554,19,NA,NA,No,"NA",0,0
4555,63,NA,NA,Yes,"NA",1,0
4556,57,NA,25,Yes,"NA",2,1
4557,50,NA,NA,Yes,"NA",1,1
4558,38,NA,NA,Yes,"NA",1,0
4559,61,NA,NA,Yes,"NA",1,0
4560,25,23,NA,No,Probably Yes,0,0
4561,48,NA,NA,Yes,"NA",1,0
4562,46,NA,NA,No,Probably Not,0,1
4563,19,3,3,No,"NA",0,0
4564,46,NA,NA,Yes,"NA",1,0
4565,69,NA,NA,Yes,"NA",1,0
4566,50,NA,NA,Yes,"NA",1,0
4567,75,NA,NA,Yes,"NA",1,0
4568,51,NA,NA,Yes,"NA",1,0
4569,44,NA,NA,Yes,"NA",1,0
4570,44,NA,NA,No,"NA",0,1
4571,76,NA,NA,Yes,"NA",1,0
4572,25,NA,NA,No,Probably Yes,0,0
4573,51,NA,15,No,"NA",0,0
4574,50,17,16,No,"NA",0,1
4575,76,NA,NA,Yes,"NA",1,0
4576,76,NA,NA,Yes,"NA",1,0
4577,72,NA,NA,No,"No, Definitely not",0,0
4578,61,NA,NA,Yes,"NA",1,0
4579,19,NA,15,No,"NA",0,0
4580,18,NA,NA,No,"NA",0,0
4581,33,NA,NA,Yes,"NA",1,1
4582,29,NA,0,No,"NA",0,3
4583,38,18,18,No,Probably Not,0,1
4584,67,NA,NA,Yes,"NA",1,0
4585,53,NA,NA,Yes,"NA",1,1
4586,67,NA,NA,Yes,"NA",1,1
4587,57,NA,NA,Yes,"No, Definitely not",1,1
4588,37,19,NA,Yes,Unsure,1,0
4589,61,NA,NA,Yes,"NA",1,0
4590,31,NA,NA,Yes,"NA",1,1
4591,64,NA,NA,No,"No, Definitely not",0,0
4592,67,NA,NA,No,"No, Definitely not",0,0
4593,24,NA,NA,No,Unsure,0,0
4594,60,NA,NA,Yes,Probably Not,1,1
4595,55,NA,NA,No,"No, Definitely not",0,1
4596,80,NA,NA,Yes,"No, Definitely not",1,0
4597,58,NA,NA,Yes,"NA",1,0
4598,21,NA,3,No,Definitely Yes,0,0
4599,68,NA,NA,Yes,"NA",1,0
4600,71,NA,NA,Yes,"NA",1,2
4601,59,NA,NA,No,"NA",0,0
4602,42,30,19,Yes,"NA",1,1
4603,56,NA,NA,No,Unsure,0,2
4604,40,NA,NA,No,"NA",0,1
4605,36,NA,NA,Yes,"NA",1,1
4606,62,NA,NA,Yes,"NA",1,1
4607,61,NA,NA,Yes,"NA",1,0
4608,47,NA,NA,No,Unsure,0,0
4609,36,NA,NA,Yes,"NA",1,0
4610,70,NA,NA,Yes,"No, Definitely not",1,0
4611,74,NA,NA,Yes,Probably Not,1,0
4612,72,NA,NA,Yes,"NA",1,0
4613,66,NA,NA,Yes,"NA",2,1
4614,78,NA,NA,Yes,"NA",1,0
4615,31,NA,NA,Yes,"NA",1,0
